10/12/2013 15:33:30.0263 INFO    Starting up
10/12/2013 15:33:30.0270 INFO    Creating Kernel
10/12/2013 15:33:30.0270 INFO    Initializing Kernel
10/12/2013 15:33:30.0274 INFO    Kernel Initialized
10/12/2013 15:33:30.0274 INFO    Creating Window
10/12/2013 15:33:30.0275 INFO    Creating Window Handle
10/12/2013 15:33:30.0372 INFO    Handle created
10/12/2013 15:33:30.0389 INFO    Making screen visible
10/12/2013 15:33:30.0480 INFO    Window created
10/12/2013 15:33:30.0480 WARNING Window is already registered!
10/12/2013 15:33:30.0480 INFO    Creating Window
10/12/2013 15:33:30.0480 INFO    Creating Window Handle
10/12/2013 15:33:30.0480 INFO    Handle created
10/12/2013 15:33:30.0481 INFO    Making screen visible
10/12/2013 15:33:30.0525 INFO    Registered new window successfully!
10/12/2013 15:34:06.0345 INFO    Starting up
10/12/2013 15:34:06.0350 INFO    Creating Kernel
10/12/2013 15:34:06.0350 INFO    Initializing Kernel
10/12/2013 15:34:06.0350 INFO    Kernel Initialized
10/12/2013 15:34:06.0353 INFO    Creating Window
10/12/2013 15:34:06.0354 INFO    Creating Window Handle
10/12/2013 15:34:06.0416 INFO    Handle created
10/12/2013 15:34:06.0416 INFO    Making screen visible
10/12/2013 15:34:06.0462 INFO    Window created
10/12/2013 15:34:06.0463 WARNING Window is already registered!
10/12/2013 15:34:06.0466 INFO    Creating Window
10/12/2013 15:34:06.0466 INFO    Creating Window Handle
10/12/2013 15:34:06.0468 INFO    Handle created
10/12/2013 15:34:06.0468 INFO    Making screen visible
10/12/2013 15:34:06.0515 INFO    Registered new window successfully!
10/12/2013 15:34:40.0175 INFO    Starting up
10/12/2013 15:34:40.0176 INFO    Creating Kernel
10/12/2013 15:34:40.0176 INFO    Initializing Kernel
10/12/2013 15:34:40.0176 INFO    Kernel Initialized
10/12/2013 15:34:40.0176 INFO    Creating Window
10/12/2013 15:34:40.0177 INFO    Creating Window Handle
10/12/2013 15:34:40.0232 INFO    Handle created
10/12/2013 15:34:40.0232 INFO    Making screen visible
10/12/2013 15:34:40.0309 INFO    Window created
10/12/2013 15:34:40.0309 WARNING Window is already registered!
10/12/2013 15:34:40.0309 INFO    Creating Window
10/12/2013 15:34:40.0310 INFO    Creating Window Handle
10/12/2013 15:34:40.0310 INFO    Handle created
10/12/2013 15:34:40.0311 INFO    Making screen visible
10/12/2013 15:34:40.0357 INFO    Registered new window successfully!
10/12/2013 15:34:40.0357 INFO    Starting Kernel functions
10/12/2013 15:34:40.0357 INFO    Starting Game Loop
10/12/2013 15:34:40.0357 INFO    512
10/12/2013 15:34:40.0358 INFO    2
10/12/2013 15:34:40.0358 INFO    15
10/12/2013 15:34:40.0358 INFO    2
10/12/2013 15:34:40.0359 INFO    15
10/12/2013 15:34:40.0359 INFO    2
10/12/2013 15:34:40.0359 INFO    2
10/12/2013 15:34:40.0359 INFO    2
10/12/2013 15:34:40.0359 INFO    2
10/12/2013 15:34:40.0360 INFO    2
10/12/2013 15:34:40.0360 INFO    2
10/12/2013 15:34:40.0360 INFO    2
10/12/2013 15:34:40.0360 INFO    2
10/12/2013 15:34:40.0360 INFO    2
10/12/2013 15:34:40.0360 INFO    2
10/12/2013 15:34:40.0361 INFO    2
10/12/2013 15:34:40.0361 INFO    2
10/12/2013 15:34:40.0361 INFO    2
10/12/2013 15:34:40.0361 INFO    2
10/12/2013 15:34:40.0361 INFO    2
10/12/2013 15:34:40.0362 INFO    2
10/12/2013 15:34:40.0362 INFO    2
10/12/2013 15:34:40.0362 INFO    2
10/12/2013 15:34:40.0362 INFO    2
10/12/2013 15:34:40.0362 INFO    2
10/12/2013 15:34:40.0362 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0363 INFO    2
10/12/2013 15:34:40.0364 INFO    2
10/12/2013 15:34:40.0364 INFO    2
10/12/2013 15:34:40.0365 INFO    2
10/12/2013 15:34:40.0365 INFO    2
10/12/2013 15:34:40.0365 INFO    2
10/12/2013 15:34:40.0365 INFO    2
10/12/2013 15:34:40.0365 INFO    2
10/12/2013 15:34:40.0366 INFO    2
10/12/2013 15:34:40.0366 INFO    2
10/12/2013 15:34:40.0366 INFO    2
10/12/2013 15:34:40.0367 INFO    2
10/12/2013 15:34:40.0367 INFO    2
10/12/2013 15:34:40.0367 INFO    2
10/12/2013 15:34:40.0370 INFO    2
10/12/2013 15:34:40.0371 INFO    2
10/12/2013 15:34:40.0371 INFO    2
10/12/2013 15:34:40.0371 INFO    2
10/12/2013 15:34:40.0371 INFO    2
10/12/2013 15:34:40.0372 INFO    2
10/12/2013 15:34:40.0372 INFO    2
10/12/2013 15:34:40.0372 INFO    2
10/12/2013 15:34:40.0372 INFO    2
10/12/2013 15:34:40.0372 INFO    2
10/12/2013 15:34:40.0372 INFO    2
